Address,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1/6 Wattle Dr,Watsonia,2,u,342500.0,S,Miles,27/11/2016,14.9,3087.0,2.0,1.0,1.0,0.0,,,Banyule,-37.7167,145.0807,Northern Metropolitan,2329.0
28 Papua St,Watsonia,2,h,701000.0,S,Barry,28/05/2016,14.9,3087.0,4.0,1.0,2.0,762.0,98.0,1970.0,Banyule,-37.7112,145.0861,Northern Metropolitan,2329.0
5 Princes St,Watsonia,3,h,645000.0,S,Ray,28/08/2016,14.9,3087.0,3.0,1.0,1.0,355.0,111.0,1966.0,Banyule,-37.7065,145.0825,Northern Metropolitan,2329.0
36 Powley Pde,Watsonia,3,h,838000.0,S,Barry,30/07/2016,14.9,3087.0,3.0,1.0,2.0,828.0,,,Banyule,-37.7161,145.0804,Northern Metropolitan,2329.0
44 Anderson St,West Melbourne,3,t,1010000.0,S,Jellis,3/09/2016,1.9,3003.0,3.0,3.0,2.0,0.0,132.0,1940.0,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230.0
1004/58 Jeffcott St,West Melbourne,3,u,650000.0,S,MICM,3/12/2016,1.9,3003.0,3.0,2.0,1.0,0.0,,,Melbourne,-37.8117,144.9518,Northern Metropolitan,2230.0
115 Abbotsford St,West Melbourne,3,h,1260000.0,S,Alexkarbon,4/06/2016,1.9,3003.0,2.0,3.0,2.0,506.0,195.0,2000.0,Melbourne,-37.805,144.9448,Northern Metropolitan,2230.0
10/18 Ireland St,West Melbourne,1,u,460000.0,PI,Nelson,4/06/2016,1.9,3003.0,1.0,1.0,1.0,0.0,52.0,2000.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0
96 Roden St,West Melbourne,3,h,2370000.0,S,Alexkarbon,4/06/2016,1.9,3003.0,3.0,3.0,2.0,265.0,280.0,1880.0,Melbourne,-37.8073,144.9481,Northern Metropolitan,2230.0
8/115 Stanley St,West Melbourne,2,t,800000.0,VB,Nelson,6/08/2016,1.9,3003.0,2.0,2.0,2.0,54.0,89.0,2006.0,Melbourne,-37.8094,144.9479,Northern Metropolitan,2230.0
9/24 Ireland St,West Melbourne,1,u,550000.0,S,Nelson,7/05/2016,1.9,3003.0,1.0,1.0,1.0,0.0,207.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0
108/33 Jeffcott St,West Melbourne,3,u,660000.0,PI,hockingstuart,7/05/2016,1.9,3003.0,3.0,2.0,1.0,0.0,100.0,1998.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230.0
2/212 Roden St,West Melbourne,2,t,1055000.0,S,Jellis,8/10/2016,1.9,3003.0,2.0,1.0,1.0,0.0,154.0,2009.0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230.0
9/561 Spencer St,West Melbourne,3,u,995000.0,S,Alexkarbon,18/03/2017,1.9,3003.0,3.0,1.0,1.0,0.0,153.0,1940.0,Melbourne,-37.8076,144.9474,Northern Metropolitan,2230.0
6/40 Batman St,West Melbourne,3,t,1130000.0,PI,Caine,18/06/2016,1.9,3003.0,3.0,2.0,2.0,116.0,,2002.0,Melbourne,-37.8102,144.9515,Northern Metropolitan,2230.0
209/5 Stawell St,West Melbourne,1,u,443000.0,S,Nelson,24/09/2016,1.9,3003.0,1.0,1.0,1.0,547.0,58.0,1900.0,Melbourne,-37.806,144.942,Northern Metropolitan,2230.0
7/88 Ireland St,West Melbourne,3,t,1120000.0,S,Jellis,25/02/2017,1.9,3003.0,3.0,3.0,1.0,801.0,122.0,2008.0,Melbourne,-37.8067,144.9435,Northern Metropolitan,2230.0
11/24 Ireland St,West Melbourne,1,u,482000.0,SP,Nelson,26/07/2016,1.9,3003.0,1.0,1.0,1.0,0.0,62.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0
5/467 King St,West Melbourne,2,u,620000.0,S,Jellis,28/05/2016,1.9,3003.0,2.0,1.0,1.0,0.0,83.0,2002.0,Melbourne,-37.8091,144.952,Northern Metropolitan,2230.0
44 Miller St,West Melbourne,4,h,2100000.0,S,Brad,28/05/2016,1.9,3003.0,4.0,1.0,0.0,440.0,,,Melbourne,-37.8056,144.9463,Northern Metropolitan,2230.0
19/33 Jeffcott St,West Melbourne,3,u,601000.0,S,MICM,30/07/2016,1.9,3003.0,2.0,1.0,1.0,0.0,81.0,1996.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230.0
4 Freyer St,Williamstown,4,h,1325000.0,S,hockingstuart,3/09/2016,8.0,3016.0,3.0,2.0,1.0,452.0,,,Hobsons Bay,-37.855,144.8905,Western Metropolitan,6380.0
46 Pasco St,Williamstown,4,h,1400000.0,S,Gunn&Co,3/09/2016,8.0,3016.0,4.0,2.0,1.0,320.0,160.0,1950.0,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380.0
54 Twyford St,Williamstown,3,h,1535000.0,S,Greg,3/09/2016,8.0,3016.0,3.0,1.0,1.0,507.0,186.0,1910.0,Hobsons Bay,-37.8681,144.8994,Western Metropolitan,6380.0
2/20 Victoria St,Williamstown,3,u,890000.0,S,Gunn&Co,3/12/2016,8.0,3016.0,3.0,1.0,3.0,0.0,111.0,1980.0,Hobsons Bay,-37.8663,144.8883,Western Metropolitan,6380.0
35 Chandler St,Williamstown,4,h,1400000.0,PI,hockingstuart,4/03/2017,8.0,3016.0,4.0,2.0,4.0,457.0,,,Hobsons Bay,-37.8517,144.8923,Western Metropolitan,6380.0
43B Cole St,Williamstown,3,h,1800000.0,VB,Raine,4/03/2017,8.0,3016.0,3.0,2.0,2.0,332.0,252.0,2006.0,Hobsons Bay,-37.8652,144.9019,Western Metropolitan,6380.0
8 Long St,Williamstown,2,h,1050000.0,S,Sweeney,4/03/2017,8.0,3016.0,2.0,1.0,4.0,445.0,148.0,,Hobsons Bay,-37.8615,144.8827,Western Metropolitan,6380.0
22 Station Rd,Williamstown,2,h,850000.0,SP,Greg,4/03/2017,8.0,3016.0,2.0,1.0,1.0,278.0,,,Hobsons Bay,-37.857,144.8906,Western Metropolitan,6380.0
19 Verdon St,Williamstown,4,h,2910000.0,SP,Greg,4/03/2017,8.0,3016.0,4.0,3.0,0.0,338.0,196.0,1890.0,Hobsons Bay,-37.8633,144.8963,Western Metropolitan,6380.0
56 Verdon St,Williamstown,3,h,2910000.0,SP,Greg,4/03/2017,8.0,3016.0,3.0,3.0,2.0,515.0,286.0,1990.0,Hobsons Bay,-37.8609,144.8947,Western Metropolitan,6380.0
7 Victoria St,Williamstown,4,h,2640000.0,S,Williams,4/03/2017,8.0,3016.0,4.0,2.0,2.0,650.0,,,Hobsons Bay,-37.8671,144.8875,Western Metropolitan,6380.0
110 Bayview St,Williamstown,3,h,1200000.0,S,RT,4/06/2016,8.0,3016.0,3.0,2.0,2.0,315.0,174.0,1990.0,Hobsons Bay,-37.8595,144.8868,Western Metropolitan,6380.0
64 Twyford St,Williamstown,4,h,3130000.0,S,RT,4/06/2016,8.0,3016.0,4.0,2.0,2.0,897.0,,1920.0,Hobsons Bay,-37.8679,144.899,Western Metropolitan,6380.0
98 Osborne St,Williamstown,3,h,1460000.0,S,Greg,7/05/2016,8.0,3016.0,3.0,1.0,2.0,373.0,107.0,1970.0,Hobsons Bay,-37.8661,144.8973,Western Metropolitan,6380.0
8/99 Verdon St,Williamstown,1,u,310000.0,SP,Sweeney,7/05/2016,8.0,3016.0,1.0,1.0,1.0,0.0,58.0,1968.0,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380.0
20 Bates Dr,Williamstown,3,h,1200000.0,S,Williams,7/11/2016,8.0,3016.0,3.0,2.0,2.0,348.0,200.0,1997.0,Hobsons Bay,-37.8578,144.8799,Western Metropolitan,6380.0
28 Council La,Williamstown,3,h,1560000.0,SP,Greg,7/11/2016,8.0,3016.0,3.0,2.0,2.0,310.0,179.0,2005.0,Hobsons Bay,-37.8644,144.9039,Western Metropolitan,6380.0
19 Perry St,Williamstown,3,h,1575000.0,S,Greg,7/11/2016,8.0,3016.0,3.0,2.0,3.0,430.0,215.0,1996.0,Hobsons Bay,-37.8613,144.8939,Western Metropolitan,6380.0
13/8 The Strand,Williamstown,2,t,830000.0,SP,Greg,7/11/2016,8.0,3016.0,2.0,1.0,1.0,84.0,110.0,1980.0,Hobsons Bay,-37.8581,144.9015,Western Metropolitan,6380.0
19/8 The Strand,Williamstown,2,t,830000.0,SP,Greg,7/11/2016,8.0,3016.0,2.0,1.0,0.0,56.0,,,Hobsons Bay,-37.8581,144.9011,Western Metropolitan,6380.0
17 Station Rd,Williamstown,4,h,1085000.0,S,Greg,8/10/2016,8.0,3016.0,3.0,1.0,2.0,458.0,,,Hobsons Bay,-37.8571,144.8915,Western Metropolitan,6380.0
73 Victoria St,Williamstown,4,h,1815000.0,PI,Sweeney,8/10/2016,8.0,3016.0,4.0,3.0,2.0,321.0,287.0,,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380.0
17 Yarra St,Williamstown,3,h,1470000.0,S,Jas,8/10/2016,8.0,3016.0,3.0,2.0,1.0,364.0,93.0,1970.0,Hobsons Bay,-37.8513,144.8961,Western Metropolitan,6380.0
33 Hannan St,Williamstown,4,h,2230000.0,S,Greg,10/09/2016,8.0,3016.0,3.0,2.0,2.0,782.0,212.0,1900.0,Hobsons Bay,-37.8647,144.8867,Western Metropolitan,6380.0
22 Bayview St,Williamstown,3,t,1460000.0,S,Greg,10/12/2016,8.0,3016.0,3.0,2.0,2.0,506.0,180.0,2010.0,Hobsons Bay,-37.8658,144.8857,Western Metropolitan,6380.0
164 Coogee La,Williamstown,5,h,1410000.0,SP,Sweeney,10/12/2016,8.0,3016.0,5.0,2.0,2.0,195.0,260.0,,Hobsons Bay,-37.8643,144.8935,Western Metropolitan,6380.0
14 Illawarra St,Williamstown,2,h,940000.0,S,RT,10/12/2016,8.0,3016.0,2.0,1.0,0.0,166.0,,1986.0,Hobsons Bay,-37.8695,144.9009,Western Metropolitan,6380.0
73 Victoria St,Williamstown,4,h,1900000.0,SP,Village,11/03/2017,8.0,3016.0,4.0,3.0,2.0,321.0,287.0,,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380.0
112 Crofton Dr,Williamstown,4,h,1330000.0,S,Williams,12/11/2016,8.0,3016.0,4.0,3.0,2.0,217.0,266.0,2003.0,Hobsons Bay,-37.8634,144.8796,Western Metropolitan,6380.0
5 Railway Pl,Williamstown,3,h,1010000.0,PI,Sweeney,12/11/2016,8.0,3016.0,3.0,2.0,2.0,250.0,185.0,,Hobsons Bay,-37.8667,144.903,Western Metropolitan,6380.0
20 Proctor St,Williamstown,3,h,1010000.0,S,Raine,13/08/2016,8.0,3016.0,3.0,2.0,2.0,418.0,204.0,1995.0,Hobsons Bay,-37.8571,144.8767,Western Metropolitan,6380.0
5/72 Dover Rd,Williamstown,2,u,450000.0,S,Williams,14/05/2016,8.0,3016.0,2.0,1.0,2.0,0.0,,,Hobsons Bay,-37.8536,144.899,Western Metropolitan,6380.0
5/77 Dover Rd,Williamstown,2,u,513500.0,S,RT,14/05/2016,8.0,3016.0,2.0,1.0,1.0,0.0,72.0,1980.0,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380.0
102 John St,Williamstown,2,h,1000000.0,S,Jas,15/10/2016,8.0,3016.0,2.0,1.0,0.0,240.0,,,Hobsons Bay,-37.8544,144.8922,Western Metropolitan,6380.0
24/18 Station Rd,Williamstown,2,u,415000.0,S,Greg,15/10/2016,8.0,3016.0,2.0,1.0,1.0,0.0,,,Hobsons Bay,-37.857,144.891,Western Metropolitan,6380.0
22 Burbidge Dr,Williamstown,3,h,906000.0,SP,Compton,16/04/2016,8.0,3016.0,3.0,2.0,2.0,270.0,,,Hobsons Bay,-37.8608,144.8803,Western Metropolitan,6380.0
71 Hannan St,Williamstown,4,h,1805000.0,S,Greg,16/04/2016,8.0,3016.0,3.0,2.0,2.0,466.0,160.0,1930.0,Hobsons Bay,-37.8621,144.8872,Western Metropolitan,6380.0
16 Princes St,Williamstown,4,h,1126000.0,SP,Raine&Horne,16/04/2016,8.0,3016.0,4.0,1.0,1.0,307.0,150.0,1900.0,Hobsons Bay,-37.8525,144.8945,Western Metropolitan,6380.0
21a Station Rd,Williamstown,3,t,935000.0,SP,Sweeney,16/04/2016,8.0,3016.0,3.0,2.0,1.0,233.0,194.0,2002.0,Hobsons Bay,-37.8573,144.8911,Western Metropolitan,6380.0
18 James St,Williamstown,2,h,895000.0,SA,Hunter,17/09/2016,8.0,3016.0,2.0,2.0,1.0,193.0,,,Hobsons Bay,-37.858,144.9005,Western Metropolitan,6380.0
4/54 Yarra St,Williamstown,2,u,375000.0,SP,Williams,17/09/2016,8.0,3016.0,2.0,1.0,1.0,0.0,49.0,1970.0,Hobsons Bay,-37.8504,144.8924,Western Metropolitan,6380.0
79 Aitken St,Williamstown,3,h,1000000.0,S,Greg,18/03/2017,8.0,3016.0,3.0,1.0,2.0,189.0,,,Hobsons Bay,-37.8643,144.9043,Western Metropolitan,6380.0
45 Albert St,Williamstown,2,h,769000.0,S,RT,18/06/2016,8.0,3016.0,2.0,1.0,1.0,265.0,,,Hobsons Bay,-37.853,144.8928,Western Metropolitan,6380.0
26 Collins St,Williamstown,3,h,1270000.0,S,Williams,19/11/2016,8.0,3016.0,3.0,1.0,2.0,470.0,,,Hobsons Bay,-37.8587,144.8871,Western Metropolitan,6380.0
24 Merrett Dr,Williamstown,4,h,1172000.0,S,Village,19/11/2016,8.0,3016.0,4.0,2.0,2.0,344.0,,,Hobsons Bay,-37.8617,144.8799,Western Metropolitan,6380.0
175 Douglas Pde,Williamstown,3,h,1360000.0,S,Sweeney,22/05/2016,8.0,3016.0,3.0,1.0,1.0,477.0,,1930.0,Hobsons Bay,-37.8516,144.8949,Western Metropolitan,6380.0
104 Hannan St,Williamstown,4,h,2050000.0,S,Sweeney,22/05/2016,8.0,3016.0,4.0,2.0,2.0,648.0,285.0,2011.0,Hobsons Bay,-37.8601,144.8879,Western Metropolitan,6380.0
116a Hannan St,Williamstown,3,h,975000.0,PI,Sweeney,22/05/2016,8.0,3016.0,3.0,2.0,2.0,289.0,158.0,,Hobsons Bay,-37.8593,144.8881,Western Metropolitan,6380.0
33 Cecil St,Williamstown,3,h,1310000.0,S,Sweeney,24/09/2016,8.0,3016.0,3.0,2.0,1.0,185.0,139.0,1900.0,Hobsons Bay,-37.8664,144.9072,Western Metropolitan,6380.0
105 Dover Rd,Williamstown,4,t,830000.0,SP,Gunn&Co,24/09/2016,8.0,3016.0,4.0,1.0,2.0,0.0,,,Hobsons Bay,-37.8519,144.8968,Western Metropolitan,6380.0
6/13 Dover Rd,Williamstown,2,u,491500.0,S,RT,24/09/2016,8.0,3016.0,2.0,1.0,1.0,0.0,61.0,1970.0,Hobsons Bay,-37.8563,144.8995,Western Metropolitan,6380.0
2/4 Lyons St,Williamstown,2,u,547500.0,SP,Greg,24/09/2016,8.0,3016.0,2.0,1.0,1.0,0.0,60.0,1980.0,Hobsons Bay,-37.8612,144.8971,Western Metropolitan,6380.0
5 Ellery La,Williamstown,3,t,965000.0,S,Sweeney,25/02/2017,8.0,3016.0,3.0,2.0,1.0,151.0,148.0,,Hobsons Bay,-37.8666,144.9058,Western Metropolitan,6380.0
26A Macquarie St,Williamstown,3,h,1262000.0,S,Williams,25/02/2017,8.0,3016.0,3.0,2.0,2.0,204.0,,,Hobsons Bay,-37.8551,144.8959,Western Metropolitan,6380.0
77 Melbourne Rd,Williamstown,3,h,1210000.0,S,Williams,25/02/2017,8.0,3016.0,3.0,1.0,0.0,249.0,85.0,1910.0,Hobsons Bay,-37.86,144.895,Western Metropolitan,6380.0
9/99 Melbourne Rd,Williamstown,2,u,412000.0,SP,Williams,25/02/2017,8.0,3016.0,2.0,1.0,1.0,0.0,65.0,1980.0,Hobsons Bay,-37.8586,144.8937,Western Metropolitan,6380.0
81 Parker St,Williamstown,2,h,1337500.0,SP,Raine,25/02/2017,8.0,3016.0,2.0,1.0,0.0,297.0,,,Hobsons Bay,-37.8645,144.8977,Western Metropolitan,6380.0
18A Rennie St,Williamstown,2,h,811000.0,S,RT,25/02/2017,8.0,3016.0,2.0,1.0,2.0,183.0,,,Hobsons Bay,-37.8555,144.8952,Western Metropolitan,6380.0
50 Thompson St,Williamstown,4,h,1630000.0,S,Greg,25/02/2017,8.0,3016.0,4.0,2.0,2.0,265.0,197.0,2010.0,Hobsons Bay,-37.8656,144.9039,Western Metropolitan,6380.0
24 John St,Williamstown,2,h,920000.0,S,Jas,26/07/2016,8.0,3016.0,2.0,1.0,1.0,307.0,,,Hobsons Bay,-37.855,144.8985,Western Metropolitan,6380.0
166 Cecil St,Williamstown,3,h,960000.0,SP,Gunn&Co,27/06/2016,8.0,3016.0,3.0,2.0,1.0,189.0,,1977.0,Hobsons Bay,-37.8605,144.8998,Western Metropolitan,6380.0
118 Hannan St,Williamstown,3,h,1482500.0,S,Sweeney,27/06/2016,8.0,3016.0,3.0,2.0,1.0,506.0,139.0,1910.0,Hobsons Bay,-37.8592,144.888,Western Metropolitan,6380.0
19 MacLean St,Williamstown,4,h,1300000.0,PI,Sweeney,27/06/2016,8.0,3016.0,4.0,2.0,2.0,369.0,250.0,1980.0,Hobsons Bay,-37.8576,144.8992,Western Metropolitan,6380.0
139 Cecil St,Williamstown,4,h,2255000.0,S,Raine,27/11/2016,8.0,3016.0,4.0,1.0,3.0,765.0,257.0,1880.0,Hobsons Bay,-37.8621,144.8999,Western Metropolitan,6380.0
233 Nelson Pl,Williamstown,4,h,1860000.0,S,Sweeney,27/11/2016,8.0,3016.0,4.0,2.0,0.0,199.0,242.0,,Hobsons Bay,-37.8615,144.9023,Western Metropolitan,6380.0
68 Osborne St,Williamstown,3,h,1710000.0,SP,RT,27/11/2016,8.0,3016.0,3.0,2.0,1.0,260.0,170.0,2016.0,Hobsons Bay,-37.8671,144.9001,Western Metropolitan,6380.0
11 Sandpiper Pl,Williamstown,4,h,2440000.0,S,Sweeney,27/11/2016,8.0,3016.0,4.0,3.0,3.0,500.0,278.0,2005.0,Hobsons Bay,-37.8638,144.8798,Western Metropolitan,6380.0
2/125 Ferguson St,Williamstown,1,u,331000.0,S,Williams,28/05/2016,8.0,3016.0,1.0,1.0,1.0,0.0,,,Hobsons Bay,-37.8586,144.8933,Western Metropolitan,6380.0
4/4 Florence St,Williamstown North,2,t,500000.0,VB,Village,3/09/2016,8.9,3016.0,2.0,1.0,1.0,53.0,,,Hobsons Bay,-37.8563,144.8782,Western Metropolitan,802.0
4/29 Champion Rd,Williamstown North,2,u,400000.0,SP,Compton,8/10/2016,8.9,3016.0,2.0,1.0,1.0,0.0,,1970.0,Hobsons Bay,-37.8564,144.8864,Western Metropolitan,802.0
37 Champion Rd,Williamstown North,5,h,1410000.0,SP,Sweeney,8/10/2016,8.9,3016.0,5.0,2.0,5.0,680.0,,,Hobsons Bay,-37.8561,144.8859,Western Metropolitan,802.0
10/68 Kororoit Creek Rd,Williamstown North,1,u,285000.0,S,Williams,10/09/2016,8.9,3016.0,1.0,1.0,1.0,0.0,,,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802.0
8/46 Kororoit Creek Rd,Williamstown North,2,u,460000.0,SP,Williams,11/03/2017,8.9,3016.0,2.0,1.0,1.0,0.0,,1979.0,Hobsons Bay,-37.8573,144.8854,Western Metropolitan,802.0
3 Myrtle St,Williamstown North,4,h,881000.0,SP,Sweeney,13/08/2016,8.9,3016.0,4.0,1.0,3.0,468.0,139.0,,Hobsons Bay,-37.8559,144.8785,Western Metropolitan,802.0
12/29 Champion Rd,Williamstown North,2,u,380000.0,PI,Greg,18/06/2016,8.9,3016.0,2.0,1.0,1.0,0.0,64.0,1960.0,Hobsons Bay,-37.8564,144.8864,Western Metropolitan,802.0
26 Walter St,Williamstown North,4,h,1440000.0,SP,Williams,19/11/2016,8.9,3016.0,4.0,3.0,4.0,672.0,297.0,,Hobsons Bay,-37.8536,144.8734,Western Metropolitan,802.0
13/68 Kororoit Creek Rd,Williamstown North,2,u,367500.0,S,Sweeney,24/09/2016,8.9,3016.0,2.0,1.0,1.0,0.0,61.0,1970.0,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802.0
18 Inglis St,Williamstown North,3,h,1225000.0,SP,Raine,27/11/2016,8.9,3016.0,3.0,1.0,1.0,311.0,126.0,1920.0,Hobsons Bay,-37.8546,144.8762,Western Metropolitan,802.0
207/152 Peel St,Windsor,2,u,580000.0,VB,Jellis,3/09/2016,5.1,3181.0,2.0,2.0,1.0,0.0,78.0,2012.0,Port Phillip,-37.8558,144.9903,Southern Metropolitan,4380.0
56 Henry St,Windsor,3,h,1850000.0,VB,Marshall,3/12/2016,5.1,3181.0,3.0,1.0,2.0,361.0,,,Stonnington,-37.8546,144.9865,Southern Metropolitan,4380.0
1/14 The Avenue,Windsor,3,u,825000.0,S,Marshall,3/12/2016,5.1,3181.0,3.0,1.0,1.0,0.0,,,Stonnington,-37.8565,144.998,Southern Metropolitan,4380.0
344 High St,Windsor,3,h,2302000.0,S,Marshall,4/03/2017,5.1,3181.0,3.0,1.0,4.0,440.0,144.0,1895.0,Stonnington,-37.8528,144.9994,Southern Metropolitan,4380.0
54a Hornby St,Windsor,2,h,1045000.0,S,Marshall,4/03/2017,5.1,3181.0,2.0,1.0,2.0,118.0,,1993.0,Stonnington,-37.855,144.9961,Southern Metropolitan,4380.0
39 McIlwrick St,Windsor,4,h,2050000.0,PI,Marshall,4/03/2017,5.1,3181.0,4.0,2.0,1.0,321.0,,,Stonnington,-37.8559,144.9948,Southern Metropolitan,4380.0
1/60 McIlwrick St,Windsor,2,u,611000.0,S,Hodges,4/03/2017,5.1,3181.0,2.0,1.0,1.0,598.0,75.0,1940.0,Stonnington,-37.8564,144.9971,Southern Metropolitan,4380.0
6/213 Dandenong Rd,Windsor,2,u,600000.0,S,hockingstuart,6/08/2016,5.1,3181.0,2.0,1.0,1.0,1043.0,,,Stonnington,-37.8581,144.9972,Southern Metropolitan,4380.0
4/12 Ellesmere Rd,Windsor,2,u,800000.0,S,Fletchers,7/05/2016,5.1,3181.0,2.0,1.0,1.0,0.0,92.0,1930.0,Port Phillip,-37.8577,145.0002,Southern Metropolitan,4380.0
17/25 Williams Rd,Windsor,1,u,275000.0,VB,Gary,7/05/2016,5.1,3181.0,1.0,1.0,1.0,0.0,44.0,1970.0,Port Phillip,-37.8564,145.0016,Southern Metropolitan,4380.0
33 Earl St,Windsor,2,h,1325000.0,S,Marshall,7/11/2016,5.1,3181.0,2.0,1.0,0.0,153.0,,,Stonnington,-37.8535,144.9952,Southern Metropolitan,4380.0
7b Nathan Pl,Windsor,3,h,1540000.0,S,Biggin,7/11/2016,5.1,3181.0,3.0,2.0,1.0,138.0,147.0,2000.0,Stonnington,-37.8556,144.995,Southern Metropolitan,4380.0
115 Albert St,Windsor,3,h,1370000.0,S,Paul,10/09/2016,5.1,3181.0,3.0,1.0,2.0,317.0,112.0,1900.0,Port Phillip,-37.856,144.9891,Southern Metropolitan,4380.0
6/7 Ellesmere Rd,Windsor,1,u,372000.0,S,Fletchers,10/12/2016,5.1,3181.0,1.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8574,145.0,Southern Metropolitan,4380.0
9/58 The Avenue,Windsor,1,u,412500.0,S,Beller,10/12/2016,5.1,3181.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8533,144.9986,Southern Metropolitan,4380.0
6/10 Wrexham Rd,Windsor,1,u,452000.0,S,Marshall,11/02/2017,5.1,3181.0,1.0,1.0,1.0,0.0,46.0,1974.0,Stonnington,-37.8568,145.0004,Southern Metropolitan,4380.0
13/14 Newry St,Windsor,2,u,450000.0,PI,hockingstuart,13/08/2016,5.1,3181.0,2.0,1.0,1.0,1057.0,,,Stonnington,-37.8552,145.0005,Southern Metropolitan,4380.0
106/233 Dandenong Rd,Windsor,1,u,300000.0,VB,Ray,15/10/2016,5.1,3181.0,1.0,1.0,1.0,0.0,,2010.0,Port Phillip,-37.8584,144.9994,Southern Metropolitan,4380.0
4/11 Lewisham Rd,Windsor,2,u,520000.0,PI,Biggin,15/10/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8573,144.9987,Southern Metropolitan,4380.0
6/28 The Avenue,Windsor,2,u,650000.0,S,Thomson,16/07/2016,5.1,3181.0,2.0,2.0,1.0,0.0,,,Port Phillip,-37.8554,144.9982,Southern Metropolitan,4380.0
7/8 The Avenue,Windsor,1,u,501000.0,PI,Noel,16/07/2016,5.1,3181.0,1.0,1.0,1.0,0.0,51.0,2005.0,Port Phillip,-37.8571,144.9979,Southern Metropolitan,4380.0
1/43 Williams Rd,Windsor,2,u,380000.0,VB,hockingstuart,16/07/2016,5.1,3181.0,2.0,1.0,1.0,0.0,71.0,1970.0,Port Phillip,-37.8555,145.0018,Southern Metropolitan,4380.0
3/11 Lincoln Pl,Windsor,2,h,1177000.0,PI,Marshall,18/03/2017,5.1,3181.0,2.0,2.0,2.0,521.0,122.0,2000.0,Stonnington,-37.8543,144.9939,Southern Metropolitan,4380.0
1a Primrose St,Windsor,4,h,1605000.0,S,Biggin,18/03/2017,5.1,3181.0,4.0,1.0,1.0,230.0,,,Stonnington,-37.8549,144.9948,Southern Metropolitan,4380.0
10/27 Lewisham Rd,Windsor,2,u,600000.0,S,Biggin,18/06/2016,5.1,3181.0,2.0,1.0,1.0,0.0,83.0,1970.0,Port Phillip,-37.8559,144.999,Southern Metropolitan,4380.0
50 Andrew St,Windsor,2,h,1500000.0,S,Jellis,19/11/2016,5.1,3181.0,2.0,1.0,2.0,0.0,96.0,1928.0,Stonnington,-37.8518,144.9868,Southern Metropolitan,4380.0
1/300 High St,Windsor,3,u,830000.0,S,hockingstuart,19/11/2016,5.1,3181.0,3.0,2.0,2.0,0.0,112.0,2000.0,Stonnington,-37.8526,144.9977,Southern Metropolitan,4380.0
46/174 Peel St,Windsor,2,u,1200000.0,SP,Jellis,19/11/2016,5.1,3181.0,2.0,2.0,1.0,0.0,111.0,2007.0,Port Phillip,-37.8563,144.9916,Southern Metropolitan,4380.0
7/23 The Avenue,Windsor,1,u,300000.0,VB,Beller,19/11/2016,5.1,3181.0,1.0,1.0,1.0,705.0,,,Stonnington,-37.8556,144.9977,Southern Metropolitan,4380.0
6/23 The Avenue,Windsor,1,u,400000.0,VB,hockingstuart,22/05/2016,5.1,3181.0,1.0,1.0,1.0,706.0,,,Port Phillip,-37.8556,144.9977,Southern Metropolitan,4380.0
11/5 The Avenue,Windsor,2,u,623000.0,S,Beller,22/08/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,1963.0,Port Phillip,-37.8572,144.9974,Southern Metropolitan,4380.0
3/45 Williams Rd,Windsor,2,u,600000.0,SP,hockingstuart,24/09/2016,5.1,3181.0,2.0,1.0,1.0,1452.0,96.0,1970.0,Stonnington,-37.8554,145.0018,Southern Metropolitan,4380.0
45 Hornby St,Windsor,2,h,1325000.0,PI,Marshall,25/02/2017,5.1,3181.0,2.0,1.0,0.0,140.0,,,Port Phillip,-37.8547,144.9959,Southern Metropolitan,4380.0
12/29 Upton Rd,Windsor,2,u,518000.0,S,hockingstuart,26/07/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.8533,144.9881,Southern Metropolitan,4380.0
50 Lewisham Rd,Windsor,3,h,2368000.0,S,Marshall,27/06/2016,5.1,3181.0,3.0,2.0,1.0,322.0,,1970.0,Stonnington,-37.8547,144.9995,Southern Metropolitan,4380.0
